"id","post","lang","age_group"
19311,y esa es campeona? si no las hace ni bien,sp,1
19328,que campeona del boxeo será esa que solo aguanta 26 flexiones 😂,sp,1
19336,y esa técnica.😳,sp,1
19346,es la técnica no desmerito a roro pero se ve la diferencia de técnica y experiencia por eso ganó roro,sp,1
19348,roro lo hace bien la otra chica no esos brazos están mal puesto,sp,1
19388,el de la campeona la tecnica esta horrible las piernas le mas equilibrio y el recorrido no es completo haci que mejor estan las flexiones de roro,sp,1
19390,Inflaron mucho a esta chica sin gracia,sp,1
19406,@RoRo esfuérzate más así puedes ganar esa niña gigante,sp,1
19431,"creen que con eso puede ganar, simplemente no dice nada",sp,1
19467,"la campeona no baja nada, eso se puede considerar flexión ?",sp,1
19501,Roro las estas haciendo súper mal 💀😭,sp,1
19538,Diablo aparte de técnica perfecta le ganó esta potente nuestra cibor,sp,1
19541,y eso que roro las hace bien y la campeona todas mal.... jaja,sp,1
19542,y esos codos abiertos campeona del boxeo?,sp,1
19550,ESTÁN VIENDO ESA TÉCNICA DE PUSH UPS????,sp,1
19575,Esta haciendo flexiones militares roro esta fuerte,sp,1
19597,la ejecucion de roro esta bien,sp,1
19607,campiona la esta asiendo mal,sp,1
19659,"pero si la otra hace flexiones abiertas, eso no lo haría una campeona del mundo",sp,1
19668,"como 26, eso se hacen sin entrenamiento loco y campeona del mundo ni hablar xd",sp,1
19674,la campeona esta más abierta,sp,1
19675,tenga en cuenta la altura y el peso eso ase que sea más fácil o complicado las flexiones,sp,1
19687,"roro no te compares con ella, ella esta haciendo una buena postura mas un equilibrio perfecto y vos solo hiciste lo basco igyal super vien pero tenes q parctiras tu postura",sp,1
19710,En serio esta chica hay algo que no sepa hacer? Jajajaa envidia sana❤️ánimo RORO!,sp,1
19721,mira Roro estoy de tu lado y te apoyo en todo pero si esa es la campeona espero que no estés aprendiendo de ella porque esa técnica da mucho de que hablar,sp,1
19739,Ahora solo falta que boxes la mitad de la campeona y esto esta hecho,sp,1
19766,"aunque sean distintas técnicas de hacer flexiones , lo de roro es una locura , llega al fallo de manera perfecta , o eso es lo que se ve .",sp,1
19786,"me estas diciendo que la campeona mundial no sabe hacer lagartijas y RoRo si?!!!!!
alv!!!!!! tu puedes RoRo!!!",sp,1
19787,"DILE A ESTA ""CAMPEONA""QUE MEJORE LA TECNICA PAUAJJAJA",sp,1
19796,¿Qué no hace esta mujer?,sp,1
19804,por que nadie esta hablando de lo importante ? esta entrenando con la campeona del mundo !!!!!!!,sp,1
19838,Y así es como gira el planeta? Esta chica es la que lo mueve a empujones?,sp,1
19854,no sirve de nada eso para pegar.. pero se coloco mejor,sp,1
19855,roro esta tirando de triceps y no de pecho. de nada😘,sp,1
19856,Apuesto por ti por que me caes bien pero no se te ve con cara de maldad y en las peleas eso se lleva e. La sangre . Animo,sp,1
19857,"Y creo que también tiene mejor ejecución, está empleando mas el tricep con esa posición de manos 🤓",sp,1
19864,olé esa Roro! ADMIRABLE! 👏🏽👏🏽👏🏽👏🏽,sp,1
19917,roro esta fuera de serie,sp,1
19928,Haz un agarre mas abierto asi estas tirando de triceps,sp,1
19968,Está mujer ya se está viniendo muy arriba un día de estos díra de meterse en una jaula con una campeona de MMA pensando que la va a reventar😂😂,sp,1
19986,pero la de la campeona la técnica esta mal?,sp,1
19995,"Ella las esta haciendo bien,las tuyas son mas faciles",sp,1
20039,Y eso que la boxeadora las hace pero muy mal..,sp,1
20088,Cada vez más orgulloso de esa mujer ✨,sp,1
20126,Y eso que ella las hacía mal,sp,1
20144,ni siquiera las hace bien como la campeona mantiene el cuadro más cerrado y eso no dificulta el peso ni la fuerza que usa la campeona no existe comparación en este video solo fama,sp,1
20182,hasta en eso Roro es mejor 😎 en el combate la va a destrozar a la otra,sp,1
20209,Y eso que roro si usaba y tenia buena tecnica,sp,1
20218,y eso que roro tiene mejor tecnica,sp,1
20241,"""saben el miedo que da RORO, esa mujer hace CHAMPUU desde cero"" ahora te entiendo chica hajskaka",sp,1
20253,y eso que roro las hizo bien hechas,sp,1
20274,ella las hizo abiertas tu las hiciste cerradas por eso no ganaste,sp,1
20323,vamoss haci se hace segui haci para q ganes contra esa aby😒😒,sp,1
20355,😬😬😬 esta fuerte Roro,sp,1
20367,y eso que roro si la está haciendo con la técnica correcta,sp,1
20413,solo espero con deseo que Abby gane para que dejen de estar idolatrando a esta tipa que ya me tiene harta,sp,1
20422,la postura es diferente 😂 eso influye mucho,sp,1
20438,como se ponen la campeona lo esta haciendo mal,sp,1
20451,"perdón roro en esta ya no estoy a tu lado
hay mucha diferencia entre hacer flexiones con brazos cerrados a brazos abiertos
pero de que si haces, pues si haces 🙆🏻‍♂️",sp,1
20480,"lol, banda de camión. si de verdad te mola esta canción me has ganado jajaja",sp,1
20516,La campeona esta los brazos mas separados ps,sp,1
20530,para mi gamo roro la otra esta haciendo plancha pero no baja todo el cuerpo,sp,1
20572,yo no puedo hacer de esos 😭😭,sp,1
20594,está como raro este video esto está editado,sp,1
20655,cansan más las de roro por si preguntan pone mucha resistencia en la parte del hombro por eso esas centran al pecho,sp,1
20663,RoRo solo hizo esa cantidad porque pablo tenia hambre y se le antojaba algo lijero y RoRo iba a cocinarle,sp,1
20674,Roro esa canción 😱,sp,1
20698,roro esta on fire,sp,1
20751,Una campeona en boxeo haciendo mal las flexiones? Mira esa postura,sp,1
20766,que pedo esta chica 😂😂 de donde salio tan poderosa,sp,1
20771,la campeona esta haciendo mal las flexiones,sp,1
20779,"Las flexiones de roro son para pecho y la de la campeona para hombros, por eso es más difícil la de la campeona sin contar que de seguro la campeona ya estaba terminando de entrenar",sp,1
20801,ROROOOO la ganadora en esa velada ombeee,sp,1
20805,y xq la campeona no bajava en totalidad eso en mi pueblo se llama fingir q haces algo 😏,sp,1
20810,"Es claro el mensaje que da, evidentemente no importa la técnica, si no que dice q esta al mismo nivel que la campeona del mundo en box. Para intimidar a su contrincante",sp,1
20816,Yo puedo hacer 3 de esos a beses 3 y medio 😌,sp,1
20828,bue chicos haci esta roro,sp,1
20829,"@RoRo si te das cuenta le diste ventaja, para empezar tus flexiones llegaron al piso de ella no, segundo tus manos no estaban tan abiertas como las de ella y eso es más complicado para flexionar.",sp,1
20848,y no manches ella los hizo.mejor ejecutadas que la otra..cada más me convence esta mujer va aganar,sp,1
20881,Pues una esta haciendo más pecho y otra más triceps.,sp,1
20889,ESO RORO ESO RORO ESO RORO ESO RORO,sp,1
20952,pero rorooooooo bebé yo quiero esa disciplina ❤️❤️❤️❤️❤️❤️❤️,sp,1
20987,"Para los que no teneis ni idea: roro hace la tecnica y recorrido perfecto, lo que hace la entrenadora no se le pueden ni llamar flexiones, esta entrenando codo 😂",sp,1
20989,@Erick Avalos @RoRo hizo las flexiones de forma correcta y la otra muchacha no las hizo bien y a pesar de eso RoRo ganó ella es de otro nivel de,sp,1
21016,hay algo que no haga bien esta chica,sp,1
21036,"Las hizo mal, están mal posicionados sus brazos por eso no pudo más.",sp,1
21037,me eh estado dando cuenta que esta mujer minimo tiene un año en el box 😏,sp,1
21067,"la campeona esta asiendo mal las flexiones, las flexiones se asen así entreno los brazos",sp,1
21120,Ojo la posición correcta de las manos para hacer este ejercicio es como las tiene @RoRo,sp,1
21152,amo a esa mujer,sp,1
21175,Pablo después de ver este video la va a tratar como una reina,sp,1
21191,todos dicen mas cerrado pero intenta hacer flexiones con las manos así no llegas ni a 5 esa madre es peor y roro si pudo,sp,1
21197,determinación es lo que desayuna como y cena esa mujer ♥️,sp,1
21221,Abby te estas metiendo en camisa de 11 varas... Ahí te la dejo 🙃,sp,1
21234,he llegado a pensar que roro no es de este planeta..😂,sp,1
21283,"Roro baja más en la flexión que la supuesta campeona del mundo 😂
Si es que estos deportes femeninos tienen su gracia y todo",sp,1
21284,"Omg, Esa mujer que no sabe hacer para todo es buena",sp,1
21288,Es que esta hermosura todo lo hace perfecto 🥰,sp,1
21291,😮 esa mujer es increíble,sp,1
21331,🗣a esa supuesta campeonato no la conocen ni en su casa,sp,1
21367,la.ultima repe por como la pelea es que le mola ir a matar ojo con esa actitud💀,sp,1
21377,😳😳😳😳😳😳😳 eso no es moco de pavo. oh ma gá AAA,sp,1
21384,la campeona estas haciendo mal el ejercicio casi no bajaba y muy abiertas las flexiones,sp,1
21416,Que fuerza 👍 solo falta pulir un poco más esa técnica campeona 💪,sp,1
21492,la esta entrenando una mujer q mal va a perder,sp,1
21551,"Campeona, pero esa técnica, hasta roro tiene mejor técnica",sp,1
21560,hace más que yo. y eso que soy hombre. roro la mejor.,sp,1
21599,"Algo malo debe tener esta tipa, tanta perfección da miedo 🤣😭😭",sp,1
21620,la otra las esta haciendo mal,sp,1
21622,Y eso q roro bajaba mas,sp,1
21624,y eso que ella no bajaba bien,sp,1
21664,y eso que es campeona y no hizo bien las lagartijas,sp,1
21780,pero si las hace abiertas esa más facil,sp,1
21793,y eso k tienen diferentes técnicas 😳,sp,1
21812,"un grande el editor de este video, si se que tomó su tiempo y paciencia para colocar los números en cada segundo de Roro y la Boxeadora 👏🏻👏🏻👏🏻",sp,1
21822,cómo es que con esa técnica de flexiones es la campeona del mundo de boxeo? 💀,sp,1
21835,me sorprende esta mujer,sp,1
21871,hay algo que esta mujer aga mal la verdad es cosa seria 👏👏👏,sp,1
21881,está mujer va callar y humillar a esa tal abbi,sp,1
21911,Hay algo que esa bella mujer no pueda hacer,sp,1
21927,"ya que pasa esa pelea para no ver más de estás payasadas... esto no es un anime, le van a dar hasta fiambre para llevar para la casa...",sp,1
21935,Eso RoRo vamos por esa velada !!! 💪🏻👏🏻👏🏻,sp,1
21942,y eso que la campeona no lo hizo hasta abajo,sp,1
21992,roro esta lista para aguantar una paliza. es una mujer valiente,sp,1
22029,pero...pero eso son triceps 😳😳😲,sp,1
22032,cheka eso puro cocinarle a Pablo 😼✨,sp,1
22066,q este tipo de mujeres envidioso un chingo por qué lo que se proponen lo consiguen con mucha disciplina 🌹,sp,1
22069,mis brazos no dan para eso 😞,sp,1
22089,wowww con esta mujer. 💓👑,sp,1
22095,"Vamosss roro toda España y toda la gente de bien del mundo está contigo , tienes q reventar a esa cosa",sp,1
22122,♥️🥰 eso Roro🥰♥️,sp,1
22148,"VAMOS ROROOOOOO! Yo nunca he visto esa cosa en la que vas a salir, pero solo veré tu pelea para ver cómo le pateas el ...💯",sp,1
22149,Mexico esta contigo 🗿,sp,1
22162,Lo de esta mujer es una p pasada,sp,1
22169,"😐 Es normal que pensé en esta canción hace unas horas y que me salga ahora?,me da miedo",sp,1
22171,Uff que buena tecnica le ganaste a la campeona esa muy buenas flexiones roro ahora si te sigo :u,sp,1
22177,Pero a esta mujer se le da algo mal??? En otra vida quiero ser ella.🥰,sp,1
22182,"roro esta fuertisíma, ya veo porque es guarda espaldas de Pablo",sp,1
22192,Ok con este vidéo me ganaste,sp,1
22200,Ella es campeona del mundo y esa técnica de push ups es malísima roro eres la mejor,sp,1
22225,Dale RoRo La Nueva Orden Varonil Esta contigo,sp,1
22258,eso Roro eso Roro,sp,1
22259,Me encanta esta versión de roro,sp,1
22290,Le gano hasta una profesional ajajaj esta roro es una Idoia,sp,1
22315,olle esa RORO🤗,sp,1
22320,"la campeona esta haciendo mal las flexiones, la diosa roro tiene buena técnica para las flexiones en resumen Abby pasará a mejor vida 🕊️",sp,1
22340,roro esa persona un reto si es grande o difícil igual lo hace lo hace bien piensa calculadora estratégica como cuando estuvo en máster chef le dejan 3 cosita chica y ella iso algo grande 🤯🤯,sp,1
22346,y eso que tiro lo hizo más estricto,sp,1
22395,"Por aquello el dicho que dice
dejen quieto a lo que esta quieto",sp,1
22408,"roro las estaba haciendo de tríceps eso cuesta aún más, increíble",sp,1
22419,Si lees este comentario tienes que aser 5 flexiones,sp,1
22462,hago eso y se me rompe el brazo 😂,sp,1
22471,Rorro se esta enfocando mas en triceps y la Boxeadora en pecho,sp,1
22472,"Pablo de seguro le dijo que no la humillara, por eso solo le ganó",sp,1
22473,y eso que la campeona hizo la flexiones mal Roro si las hizo bien ✨✨,sp,1
22495,"con esa técnica, mis hombros me duelen, talking about WFC...",sp,1
22502,vamos roro yo sé que tú vas a ganar esa velada,sp,1
22513,me pregunto que es lo que no sabe hacer esta mujer 🥰,sp,1
22515,Yo ni siquiera se hacer esa cosa,sp,1
22537,roro será de este planeta 😭,sp,1
22541,"a ti te tocó más duro ,porque tienes más rango de movimiento así cerradas ella las hace bien abiertas entonces eso quiere decir que se le hace más fácil dicho ejercicio roro",sp,1
22546,de verdad roro puede hacer eso jajaja si es fuerte no,sp,1
22564,tiene que entrenar esa mandíbula también la otra chica pega duro... más sparring,sp,1
22625,y eso que RORO hacia la forma correcta,sp,1
22662,la diferencia es que roro con esa técnica esta haciendo triceps y la otra pecho que así son mucho más fáciles y más cuando no baja nada pero igualmente ha ganado roro por qué es la mejor,sp,1
22681,"No dudo de lo que enseñe, pero esa forma de educar la flexión te provocará pinzamiento en la zona de la bursa glenohumeral?",sp,1
22713,😂😂😂 esa no me la esperaba,sp,1
22732,Si no fuera por eso ya tendría 30 tatuajes jajaja,sp,1
22759,"no me lo esperaba de esa manera.
pero estoy totalmente satisfecho 😂",sp,1
22772,jajaj 😅😅😅 esta buena,sp,1
22786,😂😂😂😂😂 esa soy yo jajajajajajajja,sp,1
22792,🤣 eso es lo q más duele 🤣,sp,1
22797,esque eso si duele 😅,sp,1
22816,jajajahha dios de verdad esos es lo que duele 😂😂😂😂😂,sp,1
22826,A mi también me duele esa parte 😂😂😂,sp,1
22838,"Tengo una duda, me tatué la muñeca hace 3 días, Pero lavo ropa a mano y trastes, lo he evitado estos días por las infecciones, pero ¿hasta cuándo ya puedo lavar ropa y trastes?",sp,1
22850,precisamente por eso no llevo tantos como me gustaría jajajaa Amo la tintaaaa,sp,1
22866,Dio mío como es por este suceso,sp,1
22867,NO MARCO ESO ES RE ILEGAL 🗣️‼️,sp,1
22872,"me esperaba todo
menos este final 🤣🤣🤣🤣🤣",sp,1
22874,🤣🤣🤣🤣🤣 eso no me la esperaba,sp,1
22889,Es que eso si duele 😫,sp,1
22895,y yo esperando en suspenso y me vienen con esta 😂😂😂,sp,1
22955,Donde esta ubicada,sp,1
23318,😂😂😂💯 eso duele,sp,1
23412,Me tatué el codo pero si me dolió más eso último 🥴 😂😂,sp,1
23421,a eso se refieren. los tatuadores cuando dicen que el tatuaje no duele,sp,1
23700,@DANI JAJAJAJ esa fue la parte que más dolió,sp,1
23915,tan bien me dolió esa parte 😔,sp,1
24116,si eso duele más 😭,sp,1
24400,yo guardando este video por si me da ganas de tatuarme con ella...tuve que verlo 3 veces para ver que no es mi país😭,sp,1
24444,Nada nada.. por encima de pagar.. esta el papel.. el papel final.. ese papel que se siente como lija de grano 40 arrancando la piel… como asfalto en verano cayendote con la moto,sp,1
24456,Jajjaj eso si que duele,sp,1
24483,"Las gomas del Oysho son lo mejor de este mundo, son caras pero valen cada céntimo 😩😩",sp,1
24492,cuando estás con alguien y tienes esa goma en la muñeca y te dice tienes una goma😭,sp,1
24503,por eso me compré un paquete de 50 de golpe,sp,1
24515,Y esa rabia de darte la tercera y de repente ...PUM rota 🙄lloro,sp,1
24524,por eso me compré 50,sp,1
24551,Solo tener esa y que te pregunten si tienes una goma 😭😭😭,sp,1
24592,me puse a llorar cuando la perdió mi hermano en el mar y creo que eso me define como perdona,sp,1
24599,"Que ajusta lo suficiente para que el moño este perfecto, pero no tanto para que moleste o te de dolor de cabeza🥺 encontrar otra igual es un proceso.",sp,1
24641,Por eso yo cuando una persona viaja a Inglaterra le suplico que me compre mis gomillas en BOOTS!!! Las mejores!!!!!😂❤️,sp,1
24658,Por eso me cambié a las pinzas hasta q probé muchas y las de shein me son efectivas si se me rompen me compro otras hasta ahora goma uso para coletas más recogidas o trenzas,sp,1
24666,"Que ajusta lo suficiente para que el moño este perfecto, pero no tanto para que moleste o te de dolor de cabeza🥺 encontrar otra igual es un proceso.",sp,1
24671,me puse a llorar cuando la perdió mi hermano en el mar y creo que eso me define como perdona,sp,1
24683,me puse a llorar cuando la perdió mi hermano en el mar y creo que eso me define como perdona,sp,1
24702,Poco hablamos de eso y condiciona nuestra vida 🥺,sp,1
24824,poco se habla de este traumático momento...,sp,1
24847,poco se habla de este traumático momento...,sp,1
24943,Nada mas por eso no voy al gym desde hace 15 años porque tengo miedo que llegue anatoly,sp,1
24951,Me hacen eso y me retiro de por vida del gimnasio,sp,1
24954,Como es posible q ya a esta altura no conozcan a este hombre?,sp,1
24957,Sigo sin creer que ESA GENTE QUE SE LA VIVE EN GYM NO LO CONOZCA. 😑,sp,1
25007,Es entrenamiento a nivel nervioso los nervios son los que dan esa fuerza sobre humana,sp,1
25124,":Dice: Biceps esas mancuernas son muy ligeras? jaja me toca biceps tambien, lo hago de esta manera, me funciona mas,yo lo hago mejor que ustedes.",sp,1
25132,Adoro estos vídeos JJAJAJAJJA,sp,1
25139,Por eso entreno con mi pesitas de 5kg para nadie me destruya el ego 😭,sp,1
25140,😂😂 esa está muy buena 👌,sp,1
25184,se dice que esos 3 nunca más fueron a ese gimnasio,sp,1
25205,Que este tipo no se las anda jugando sabe cómo reiniciar su propio sistema wow,sp,1
25270,en esta época .quién no sabe quién es Anatoly 😒,sp,1
25272,😳😳😳😳 así la cara 😓 per que pasooooo ajajajajja excelente bajando egos de estos súper inflados mama dolores 😂😂😂😂😂,sp,1
25284,Quiero ver más de estos vídeos😍😍😍,sp,1
25292,X eso no subestima a nadien.,sp,1
25293,en esta época .quién no sabe quién es Anatoly 😒,sp,1
25301,😳😳😳😳 así la cara 😓 per que pasooooo ajajajajja excelente bajando egos de estos súper inflados mama dolores 😂😂😂😂😂,sp,1
25304,Quiero ver más de estos vídeos😍😍😍,sp,1
25345,😳😳😳😳 así la cara 😓 per que pasooooo ajajajajja excelente bajando egos de estos súper inflados mama dolores 😂😂😂😂😂,sp,1
25358,"TODA una vida de entrenamiento profesional, habiendo gastado todo tu dinero, te sentís seguro de vos mismo por todo el esfuerzo q eso te llevo. Se ven destruidos en segundos😁 es hermoso😌",sp,1
25423,"🤣🤣🤣🤣amo esa fregona...
la fregona:que creías que era una facilona 😂😂😂",sp,1
25442,Destruido en segundos se llama eso ññññññ😏,sp,1
25455,Hasta el señor de verde se sorprendió JAJAJAJA Y ESO QUE NO ESYABA ENTRENANDO CON ELLOS 🤣🤣🤣👌,sp,1
25460,Quiero ver más de estos vídeos😍😍😍,sp,1
25494,JA JA JA ESTE VIDEO ES EL MEJOR 😎,sp,1
25508,En este caso el pelo hizo correctamente el ejercicio y anatolly tubo que levantar hombro para poder levantar esa mancuerna,sp,1
25565,😅 pesa como 40 kilos esa barrita y Anatoly la levanta como si fueran 5 kilos 🤣 la cara de los tipos,sp,1
25586,"Pero a estas alturas, quién no conoce a Anatoly??🤔",sp,1
25606,"Yo hago 25 kilos por lado y para mi es un logro, pero este cuate parece que le está dando 44 kilos por lado o estoy viendo mal. Si es así que nos mande su rutina 😎.",sp,1
25653,a estas alturas esos del Gym ya deberían conocerlo.,sp,1
25659,hay es cuando entiendes q toda esa masa inchada en los músculos no es fuerza hay está el claro ejemplo fuerza en l cuerpo bien desarrollado 🫡🫡🫡,sp,1
25692,Quien no conoce a este hombre ya?,sp,1
25707,por eso nunca subestimes a nadie,sp,1
25713,siempre que veo los vídeos de este wey en mi mente es Adam Sandler disfrazado no sé por qué xD,sp,1
25764,en que video de youtube esta completo,sp,1
25781,cuando sea grande quiero ser como este tipo🗿🗿🗿🗿,sp,1
25801,Jajajaja adoro a este tipo 👏👏,sp,1
25809,aveces me pasa loismo cuando voy con suéter al gimn agarro las de 20. al rato tomo las de 90 me quito el suéter y se quedan y este que ondas jajajajaja,sp,1
25850,jajajjajaj musculitos este el señor de la vida no de los wistrol jajajaja antoni eres el mejor para mí estoy siguiendo tus pasos y voy evolucionando mucho gracias ATI un abrazo,sp,1
26238,😂😂😂😂 anatoly les saca el estrogemo a estos que se creen el origen de la testosterona 😂😂😂😂,sp,1
26407,una pregunta por que anatoly no esta igual de musculoso como Ellos y puede levantar más peso que ellos 🤔,sp,1
26416,"Yo por eso no le pongo atención a ningún dolobu que llegue hablarme, me pongo mis audífonos e ignoro a todos y a todo...",sp,1
26425,"empezaré rutina de lagartijas por cada like de este comentario suma 1 ""no se pasen porfa""",sp,1
26482,super este video,sp,1
26488,😌yo por eso me hago el ciego los fines de semana 😎 no valla ser y me sorprenda el tsl Anatoly🥲,sp,1
26504,Una vez más Anatoli los pone en su lugar a estos 😂😂😂,sp,1
26615,Nada mas por eso no voy al gym desde hace 15 años porque tengo miedo que llegue anatoly 😅,sp,1
26744,ANATOLY vs EL SUPER ALBAÑIL LEGENDARIO¿quien ganará esta seria batalla? 🗣️‼️‼️,sp,1
26786,Cómo que fuera la capa de Piccolo se ve esa escena no parecía el peso pero caer 🤣,sp,1
26860,El no es de este mundo. Es un descendiente del OLYMPO,sp,1
26978,el chino viendo la escoba como diciendo con esta hace ejercicio jaja,sp,1
29933,Por eso es que se dice la fuerza no está en lo que se ve jejejejjej,sp,1
30627,A mí se me hace ridículo eso jajaja,sp,1
30708,Yo nunca he podido entender estos videos,sp,1
31049,El hombre preguntadose tanto dinero gastado en fármacos y llega este desconocido y levanta el doble sin esfuerzo 😳,sp,1
31130,"ya todo eso es actuado, al vato ya lo conocen,loa otros que están entrenando",sp,1
31381,"claro, nadie lo conoce. y esa peluca no es sospechosa.",sp,1
31643,me fascina cuando los deja con la boca abierta a esos creídos llenos de inyecciones,sp,1
31814,Erga pa vato 😝… eso si es calibre de alto poder 👌,sp,1
32138,Me encanta ver cómo les baja el ego a estos prepotentes 😂😂😂,sp,1
32303,Uno de eso con los de construcción😏,sp,1
32469,por eso no se subestima a nadie...,sp,1
32735,el chino al ver eso cambio de nacionalidad,sp,1
33009,Me gusta como este canijo siempre los apaga a los mmds !,sp,1
33655,Jajaja esos tipos pensando yo ni loco peleó con este man jjaja,sp,1
34819,jajajajajaja eso por ir de listillos 😂😂😂,sp,1
35613,JOS Putin Călin GEORGESCU ESTE PUTIN ⛪️⛪️⛪️⛪️⛪️⛪️⛪️♥️🇹🇩🇹🇩♥️🇹🇩🇹🇩💪💪💪🏼💪🏼👍🇹🇩⛪️⛪️🇹🇩⛪️🇹🇩🇹🇩🇹🇩🇹🇩🇹🇩💪🏼⛪️⛪️💪🏼🇹🇩🇹🇩🇹🇩🇹🇩💪🏼⛪️⛪️🇹🇩🇹🇩⛪️⛪️⛪️🏆♥️🏆🏆♥️🏆♥️🏆🏆🏆🏆🏆🇹🇩🇹,sp,1
36510,supongamos que yo conozco a este wey por sus videos y de pronto llega al gimnasio donde entreno pero en un segundo se me olvida que nunca e visto sus videos y empiezo actuar y alfinar ambos ganamos yo participando en sus videos y el engañando a los espectadores,sp,1
36626,jaja este we le gusta umillar 😃,sp,1
36795,"antoni les kita la chulería ,😂😂 a todos esos chulitos de jin 💀",sp,1
36859,"Las mujeres se piensan que nos sentimos humillados cuando nos dicen machitos, Onvres o Fifas, cuando en realidad esta es la verdadera manera en que un hombre se sienta humillado💀",sp,1
37063,Me he comprado unas pesas de 30 kilos para empezar y cuando esté listo para enfrentarme a este hombre lo llamaré por medio de telepatía desde el mundo d elos muertos jajajaja,sp,1
37560,creo de todos los videos este es el mejor.,sp,1
37831,otro rollo este video 💪💪💪💪💪,sp,1
38271,Los pesocas : Padre cielo que esta lo nuestro🤣,sp,1
38301,si un chino te niega con la cabeza estas haciendo bien las cosas,sp,1
38581,es todo lo que esta Bien,sp,1
38695,En estos tiempo que nadie lo conoces por favor videos actuados,sp,1
38797,jajaja 😂😂😂 miren las cara ah de eso tipo 😂😂😂,sp,1
39017,😂 unico este personaje,sp,1
39159,wooo me encanta este tipo. lo facil que hace el ejercicio.. y los 😂bochineguer 🤭 jijijik,sp,1
39255,todo eso es un teatro,sp,1
39459,y eso tomando quimlcos para estsr con masa muscular 😁😁🤣🤣,sp,1
39764,De te todos sus videos esta me gusta más prowue quisieron menospreciar lo y mir aló q paso,sp,1
39866,"Muchos dicen que estos videos son armados y puede que sí porque después de mucho hacer videos ya lo conocen, pero de verdad hay gente que es así en los gym mucho ego😞",sp,1
39906,Destruye la arrogancia de estos gymrat!! 💪💪💪😎,sp,1
39934,jajjqja dan más que risa 😁😆🤣 no teniendo un físico como este man y le dan apoyo 😂🤣😆,sp,1
39958,será que tengo esa fuerza tanto trapiar,sp,1
40173,ese Man tan grande y levantando 15 Kg JAJAJA eso lo hago yo,sp,1
40593,por eso entreno en casa👏👏,sp,1
40718,el ego de esos tipos está por los suelos,sp,1
41091,su fuerza esta en la barba,sp,1
41103,eses cara nem tem músculos eso bomba engeteda e se achao,sp,1
41121,me llegan estos videos 😁,sp,1
41198,jajaja este pana es lo máximo,sp,1
41404,Necesito esa fregona ✨,sp,1
41688,yo solo quiero que le den like a mi comentario para que este celular suene y suene las notificaciones y mi novia me pregunte enojada; Quien diablos te habla tanto ?y se arme el Apocalipsis😅,sp,1
41689,alguien piensa a esta altura que estos videos no son guionados,sp,1
42216,pero a estas alturas no saben ya quien es?,sp,1
43575,por eso noca tratas de umillar el re porque el apariencia engaña respecto para el veterano 😈😈👍👍💀,sp,1
43589,la escoba pesa mas que eso 😂😂,sp,1
43909,"si pasa eso que hace Anatoly, hagan muchas barras y lagartijas hasta el fallo, luego vayan al gym a tonificar, poco peso, pero si se quieren lucir van a cargar más que el mmdo del gym 😉",sp,1
44089,Por eso ni se espero tantito como acostumbra para hacerle al loco. Pero el ego de los tipos lo ameritaba 🗿,sp,1
44178,Jajaja 🤣 estos no ven redes o que !! Que no saben quién es,sp,1
44287,"yo por eso no voy al gym, vaya y venga anatoly y me destroce el ego 😎",sp,1
44400,😂la cara de esos manes,sp,1
44446,"Eso no es naturaleza, eso fue esfuerzo y trabajo duro.",sp,1
44515,jajajja eso me gusta que los haga menos creídos y sin poder Aser nada jajajajjajaja chulada Anatoli chulada maido,sp,1
44564,jajajajajaajajajajaaa amo estos videos cuando quedan 😰😱 jajajajajaa,sp,1
44630,no soporto estos videos,sp,1
44694,"Hace años que hace estos videos super armados y guionados, no se aburre?",sp,1
44904,Al principio era creíble pero ahora ya se ve demasiado lo armado de estos videos.,sp,1
45094,"Esos tipos seguro viven en una caverna, ¿como es que no se dan cuenta quien es este tipo siempre que llega a un gimnasio? ¿Acaso no tienen internet en casa? o ¿solo son actores para el vídeo?",sp,1
45234,Fuerza concéntrica es originada en gran parte por los tendones por eso no importa que no esté tan mamado,sp,1
45401,ese man le limpia la casa a vegeta mientas la gravedad esta en -30,sp,1
45749,tu RM está en 120 kl debes seguir trabajando entre el 80 máximo 90 % con reps de entre 4 a 8 maximo de esta forma se entrena la hipertrofia sarcoplasmatica consiguiendo una estetica delgada Pero con,sp,1
45948,buena respuesta a esos inflados ....,sp,1
45996,jajajaja este es igual que yo no con tanta fuerza pero ah mis 60 años estoy mascado,sp,1
46430,pues de que esta hecho ese trapeador?,sp,1
46775,Me molesta ese conserje ya que se burla de todos esos débiles inflados 🤣🤣🤣🤣🤣🤣🤣,sp,1
46794,Joseca hace laterales con eso ☠️,sp,1
46816,😂😂😂 este tipo si sabe ubicar ala gente,sp,1
46991,Adoro a este tio !!!!,sp,1
47094,traduzcan esos vídeos,sp,1
47300,"Sigo diciendo me encanta cuando Anthony les tumba ese ego de altanero, Aaaaa y no todos esos inflados tienen fuerza 💪🏻",sp,1
47314,Ósea está mal echo el ejercicio esta balanceando por eso los otros están más grandes aveces no es levantar tanto sino saber levantar pero xq con mala técnica se levanta todo el gym si le da la gana,sp,1
47377,"eso se llama karma, son de las cosas que siempre me gusta ver, que les den su merecido a eso que se creen más que otros😁",sp,1
47605,es musculo no te da fuerza la fuerza esta en la mente,sp,1
47659,me encantan estos videos,sp,1
